PPID,FS,Unit,Level,Feature,Art,Size Grade,Weight (g),Chert,Cortex,Flake,Category,Modified,Thermal Alteration,Tool Class,Tool Class Comment,Pottery,Pottery Comment,Historic,Historic Comment,Comment,x,y,z
545,2017-167,N548E390,12,,5,"1/4""",2,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.821,548.323,100.182
546,2017-167,N548E390,12,,6,"1/4""",1.7,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.328,548.323,100.211
547,2017-167,N548E390,12,,7,"1/2""",1.7,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.419,548.456,100.224
560,2017-167,N548E390,12,,8,"1/2""",5.1,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Rock,FALSE,,FALSE,,,390.652,548.481,100.191
548,2017-167,N548E390,12,,9,"1/2""",2.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.624,548.558,100.187
549,2017-167,N548E390,12,,10,"1/2""",1.1,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,390.767,548.492,100.2
550,2017-167,N548E390,12,,11,"1/4""",1.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.828,548.605,100.203
551,2017-167,N548E390,12,,12,"1/4""",0.6,TRUE,TRUE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,390.849,548.535,100.196
552,2017-167,N548E390,12,,13,"1/2""",4.8,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.932,548.658,100.19
553,2017-167,N548E390,12,,14,"1/4""",0.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.547,548.601,100.198
554,2017-167,N548E390,12,,15,"1/4""",0.7,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.5,548.725,100.201
555,2017-167,N548E390,12,,16,"3/4""",5.3,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,390.839,548.801,100.173
556,2017-167,N548E390,12,,17,"1/2""",3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.811,548.882,100.196
557,2017-167,N548E390,12,,18,"1""",26,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.734,548.942,100.173
558,2017-167,N548E390,12,,19,"1/2""",2.7,TRUE,FALSE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,390.382,548.9,100.199
290,2017-087,N547E391,14,,8,"1/4""",0.9,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.072,547.369,100.09
291,2017-087,N547E391,14,,9,"1/4""",0.2,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.054,547.421,100.103
292,2017-087,N547E391,14,,10,"1/2""",2.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.043,547.442,100.095
293,2017-087,N547E391,14,,11,"1/4""",2.1,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.059,547.464,100.097
294,2017-087,N547E391,14,,12,"1/2""",3.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.084,547.443,100.102
295,2017-087,N547E391,14,,13,"1""",23.7,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.241,547.344,100.096
296,2017-087,N547E391,14,,14,"3/4""",4.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.223,547.397,100.095
333,2017-087,N547E391,14,,15,"1""",14,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.249,547.402,100.094
297,2017-087,N547E391,14,,16,"1/2""",2.2,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.274,547.384,100.09
298,2017-087,N547E391,14,,17,"3/4""",6.7,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.277,547.352,100.093
299,2017-087,N547E391,14,,18,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.333,547.407,100.06
300,2017-087,N547E391,14,,19,"1/2""",2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.435,547.428,100.096
301,2017-087,N547E391,14,,20,"1/2""",2.3,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.211,547.575,100.06
340,2017-087,N547E391,14,,21,"1""",59.1,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Quartzite,391.204,547.695,100.059
302,2017-087,N547E391,14,,22,"1/2""",1,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.059,547.862,100.062
303,2017-087,N547E391,14,,23,"1/2""",1.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.184,547.11,100.064
334,2017-087,N547E391,14,,24,"1/2""",4.2,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.303,547.615,100.063
304,2017-087,N547E391,14,,25,"1/2""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.55,547.313,100.084
305,2017-087,N547E391,14,,26,"1/4""",1.5,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.479,547.49,100.065
306,2017-087,N547E391,14,,27,"1/4""",1.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.505,547.577,100.092
335,2017-087,N547E391,14,,28,"1/2""",1.9,TRUE,FALSE,TRUE,Distal,TRUE,TRUE,Uniface,unifacially modified flake,FALSE,,FALSE,,,391.476,547.637,100.057
336,2017-087,N547E391,14,,29,"1/2""",3.9,TRUE,FALSE,TRUE,Complete,TRUE,TRUE,Uniface,unifacially modified flake,FALSE,,FALSE,,,391.289,547.83,100.044
307,2017-087,N547E391,14,,30,"1/2""",2.3,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.529,547.727,100.085
337,2017-087,N547E391,14,,31,"1""",23.7,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.6,547.766,100.067
308,2017-087,N547E391,14,,32,"1/2""",2.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.601,547.602,100.073
309,2017-087,N547E391,14,,33,"1/4""",1,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.655,547.519,100.075
310,2017-087,N547E391,14,,34,"1/2""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.779,547.157,100.061
311,2017-087,N547E391,14,,35,"1/4""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.69,547.408,100.064
312,2017-087,N547E391,14,,36,"1/4""",2.7,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.772,547.499,100.045
313,2017-087,N547E391,14,,37,"1/2""",4.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.749,547.653,100.075
314,2017-087,N547E391,14,,38,"1/2""",1.1,TRUE,TRUE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.767,547.688,100.069
315,2017-087,N547E391,14,,39,"1/2""",4.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.094,547.371,100.09
316,2017-087,N547E391,14,,40,"1/2""",1.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.082,547.332,100.094
559,2017-167,N548E390,12,,20,"1/4""",1.2,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.868,548.615,100.188
1047,2017-233,N548E392,13,,27,"1/2""",7.4,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,392.523,548.955,100.048
1048,2017-233,N548E392,13,,28,"1/2""",3.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.201,548.753,100.04
1049,2017-233,N548E392,13,,29,"3/4""",2.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,392.055,548.813,100.087
1050,2017-233,N548E392,13,,30,"1/2""",6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,"Bright, white raw material",392.373,548.426,100.012
1053,2017-233,N548E392,13,,31,"1/2""",4,TRUE,FALSE,TRUE,Proximal,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,392.075,548.337,100.022
317,2017-087,N547E391,14,,41,"1/2""",3.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.07,547.331,100.054
318,2017-087,N547E391,14,,42,"1/2""",2.3,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.148,547.348,100.082
319,2017-087,N547E391,14,,43,"1/2""",4.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.232,547.236,100.095
320,2017-087,N547E391,14,,44,"3/4""",8.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.2,547.307,100.052
321,2017-087,N547E391,14,,45,"1/2""",3.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.264,547.363,100.089
322,2017-087,N547E391,14,,46,"1/4""",2.7,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.245,547.349,100.093
323,2017-087,N547E391,14,,47,"1""",26,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.235,547.348,100.066
324,2017-087,N547E391,14,,48,"1/2""",2.8,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.274,547.407,100.067
338,2017-087,N547E391,14,,49,"1/2""",5.6,TRUE,TRUE,TRUE,Complete,TRUE,TRUE,Biface,unidentified,FALSE,,FALSE,,,391.38,547.458,100.034
325,2017-087,N547E391,14,,50,"1/2""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.385,547.049,100.043
326,2017-087,N547E391,14,,51,"1/2""",2.3,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.523,547.569,100.068
327,2017-087,N547E391,14,,52,"3/4""",6,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.524,547.566,100.06
328,2017-087,N547E391,14,,53,"1/4""",1,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.238,547.489,100.047
339,2017-087,N547E391,14,,54,"1/2""",6.3,TRUE,FALSE,FALSE,,TRUE,FALSE,Biface,fragment,FALSE,,FALSE,,,391.95,548.002,100.067
341,2017-089,N547E391,15,,1,"1/2""",1.6,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.221,547.38,100.001
348,2017-089,N547E391,15,,2,"1/2""",3,TRUE,FALSE,TRUE,Distal,TRUE,TRUE,Biface,projectile point,FALSE,,FALSE,,,391.261,547.414,99.994
342,2017-089,N547E391,15,,3,"1/2""",2.1,TRUE,FALSE,TRUE,Medial,FALSE,FALSE,,,FALSE,,FALSE,,,391.319,547.378,99.991
343,2017-089,N547E391,15,,4,"3/4""",4.6,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.406,547.591,100.021
344,2017-089,N547E391,15,,5,"3/4""",4.6,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.539,547.886,99.985
352,2017-089,N547E391,15,,6,"3/4""",9.1,TRUE,FALSE,FALSE,,FALSE,TRUE,Other,Pebble,FALSE,,FALSE,,,392.036,547.948,100.03
350,2017-089,N547E391,15,,7,"1""",105.4,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Quartzite,391.8,547.523,99.981
351,2017-089,N547E391,15,,8,"1""",22.6,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Quartzite,391.714,547.399,99.998
349,2017-089,N547E391,15,,9,"1/2""",2.7,TRUE,FALSE,TRUE,Distal,TRUE,TRUE,Uniface,unifacially modified flake,FALSE,,FALSE,,,391.439,547.488,99.987
345,2017-089,N547E391,15,,10,"1/2""",4.3,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.534,547.265,100.03
346,2017-089,N547E391,15,,11,"3/4""",5.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.768,547.214,100.024
347,2017-089,N547E391,15,,12,"1/2""",5.5,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.883,547.08,100.032
825,2017-202,N548E391,15,,1,"1/2""",1.9,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.839,548.835,100.108
826,2017-202,N548E391,15,,2,"1/2""",2.9,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.849,548.809,100.101
827,2017-202,N548E391,15,,3,"1/4""",2,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.897,548.782,100.133
828,2017-202,N548E391,15,,4,"1/2""",2.6,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.932,548.615,100.119
829,2017-202,N548E391,15,,5,"1/4""",2.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.817,548.621,100.115
830,2017-202,N548E391,15,,6,"1/2""",1.3,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.974,548.541,100.137
831,2017-202,N548E391,15,,7,"1/2""",2.1,TRUE,TRUE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.83,548.414,100.112
832,2017-202,N548E391,15,,8,"1/2""",2.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.945,548.428,100.103
833,2017-202,N548E391,15,,9,"3/4""",5.8,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.894,548.303,100.107
834,2017-202,N548E391,15,,10,"1/2""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.955,548.245,100.115
902,2017-202,N548E391,15,,11,"1/2""",4.6,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.783,548.17,100.131
835,2017-202,N548E391,15,,12,"1/2""",3,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.677,548.163,100.106
836,2017-202,N548E391,15,,13,"1/4""",1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.862,548.111,100.109
837,2017-202,N548E391,15,,14,"1/2""",2.9,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.884,548.074,100.11
838,2017-202,N548E391,15,,15,"1/2""",1.4,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.943,548.061,100.113
839,2017-202,N548E391,15,,16,"1/2""",2.7,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.697,548.601,100.105
840,2017-202,N548E391,15,,17,"1/2""",2.6,TRUE,TRUE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,391.568,548.455,100.11
841,2017-202,N548E391,15,,18,"1/2""",1.4,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.412,548.136,100.102
842,2017-202,N548E391,15,,19,"1/2""",1.7,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.576,548.185,100.103
843,2017-202,N548E391,15,,20,"1/2""",2.6,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.439,548.09,100.103
844,2017-202,N548E391,15,,21,"1/4""",1.5,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.516,548.123,100.097
845,2017-202,N548E391,15,,22,"1/2""",1.3,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.536,548.035,100.13
846,2017-202,N548E391,15,,23,"1/2""",1.2,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.594,548.793,100.088
847,2017-202,N548E391,15,,24,"1/2""",1,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.487,548.681,100.145
848,2017-202,N548E391,15,,25,"1/4""",2.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.353,548.649,100.119
849,2017-202,N548E391,15,,26,"1/2""",1.8,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.127,548.693,100.13
850,2017-202,N548E391,15,,27,"1/2""",2.3,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.238,548.589,100.099
851,2017-202,N548E391,15,,28,"1/4""",0.6,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.23,548.549,100.115
852,2017-202,N548E391,15,,29,"1/2""",2.2,TRUE,TRUE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.322,548.513,100.118
853,2017-202,N548E391,15,,30,"1/4""",1.1,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.222,548.43,100.114
854,2017-202,N548E391,15,,31,"1/2""",3.7,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.193,548.472,100.129
855,2017-202,N548E391,15,,32,"1/2""",2.4,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.16,548.437,100.137
856,2017-202,N548E391,15,,33,"3/4""",4.3,TRUE,FALSE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.307,548.4,100.119
857,2017-202,N548E391,15,,34,"1/4""",0.9,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.337,548.257,100.112
858,2017-202,N548E391,15,,35,"1/4""",1.8,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.242,548.157,100.107
859,2017-202,N548E391,15,,36,"1/2""",0.9,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.289,548.095,100.108
860,2017-202,N548E391,15,,37,"3/4""",6.8,TRUE,FALSE,TRUE,Shatter,FALSE,FALSE,,,FALSE,,FALSE,,,391.199,548.069,100.095
861,2017-202,N548E391,15,,38,"1/4""",2,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.088,548.73,100.137
862,2017-202,N548E391,15,,39,"1/4""",1.2,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.126,548.643,100.137
863,2017-202,N548E391,15,,40,"1/4""",1.3,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.091,548.619,100.132
864,2017-202,N548E391,15,,41,"1/2""",1.2,TRUE,TRUE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.038,548.634,100.134
865,2017-202,N548E391,15,,42,"1/2""",2.1,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.057,548.482,100.148
866,2017-202,N548E391,15,,43,"1/2""",1.1,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,391.037,548.45,100.152
867,2017-202,N548E391,15,,44,"1/4""",1.1,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.112,548.362,100.145
868,2017-202,N548E391,15,,45,"1/4""",0.8,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,391.147,548.286,100.105
869,2017-202,N548E391,15,,46,"1/2""",1.3,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.174,548.236,100.106
903,2017-202,N548E391,15,,47,"1/4""",1.6,TRUE,FALSE,FALSE,,TRUE,TRUE,Biface,fragment,FALSE,,FALSE,,,391.088,548.254,100.12
870,2017-202,N548E391,15,,48,"1/2""",1.2,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.19,548.08,100.095
871,2017-202,N548E391,15,,49,"1/2""",1.4,TRUE,FALSE,TRUE,Distal,FALSE,FALSE,,,FALSE,,FALSE,,,391.077,548.187,100.134
872,2017-202,N548E391,15,,50,"1/2""",2,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.073,548.148,100.129
873,2017-202,N548E391,15,,51,"1/4""",1,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.04,548.108,100.14
874,2017-202,N548E391,15,,52,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.078,548.02,100.127
906,2017-202,N548E391,15,,53,"1/4""",2.4,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Gray raw material,391.874,548.355,100.103
875,2017-202,N548E391,15,,54,"1/2""",4.6,TRUE,TRUE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,391.013,548.226,100.168
353,2017-091,N547E391,16,,1,"1""",24.4,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.011,548.048,99.989
354,2017-091,N547E391,16,,2,"1/2""",5.3,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,391.008,547.392,99.975
355,2017-091,N547E391,16,,3,"1/2""",4.2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.077,547.267,99.975
356,2017-091,N547E391,16,,4,"1/2""",2.7,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.289,547.81,99.982
357,2017-091,N547E391,16,,5,"1/4""",2,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,391.159,547.709,99.971
358,2017-091,N547E391,16,,6,"1/2""",3.7,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.294,547.647,99.962
359,2017-091,N547E391,16,,7,"1/2""",2.8,TRUE,FALSE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,391.681,547.503,99.972
601,2017-169,N548E390,13,,1,"1/2""",6.8,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Gray raw material,390.736,548.142,100.139
608,2017-169,N548E390,13,,2,"3/4""",14.2,TRUE,FALSE,FALSE,,FALSE,FALSE,Other,Cobble,FALSE,,FALSE,,Sandstone/FCR?,390.583,548.194,100.164
561,2017-169,N548E390,13,,3,"1/2""",1.4,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.693,548.255,100.167
562,2017-169,N548E390,13,,4,"1/2""",1.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.648,548.251,100.122
563,2017-169,N548E390,13,,5,"1/2""",7.2,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,390.214,548.09,100.116
564,2017-169,N548E390,13,,6,"1/2""",1.4,TRUE,FALSE,TRUE,Medial,FALSE,TRUE,,,FALSE,,FALSE,,,390.121,548.078,100.159
565,2017-169,N548E390,13,,7,"1/4""",0.3,TRUE,FALSE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,Gray raw material,390.32,548.18,100.122
566,2017-169,N548E390,13,,8,"1/4""",0.9,TRUE,FALSE,TRUE,Proximal,FALSE,TRUE,,,FALSE,,FALSE,,,389.952,548.199,100.124
567,2017-169,N548E390,13,,9,"1/2""",6.8,TRUE,FALSE,TRUE,Shatter,FALSE,TRUE,,,FALSE,,FALSE,,,389.988,548.236,100.118
602,2017-169,N548E390,13,,10,"1""",48.1,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Overshot?,390.386,548.315,100.137
599,2017-169,N548E390,13,,11,"1/2""",6.2,TRUE,TRUE,TRUE,Complete,TRUE,TRUE,Uniface,unifacially modified flake,FALSE,,FALSE,,Graver?,390.782,548.39,100.123
568,2017-169,N548E390,13,,12,"1/4""",1.1,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,390.732,548.445,100.144
569,2017-169,N548E390,13,,13,"1/4""",3.7,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.528,548.481,100.131
603,2017-169,N548E390,13,,14,"1""",36.8,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Possible grindstone,390.482,548.418,100.11
570,2017-169,N548E390,13,,15,"3/4""",5.1,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.1,548.455,100.13
571,2017-169,N548E390,13,,16,"1/4""",0.9,TRUE,TRUE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,390.424,548.523,100.138
572,2017-169,N548E390,13,,17,"1/4""",0.9,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.577,548.54,100.13
573,2017-169,N548E390,13,,18,"3/4""",9.3,TRUE,TRUE,TRUE,Complete,FALSE,FALSE,,,FALSE,,FALSE,,,390.501,548.516,100.128
574,2017-169,N548E390,13,,19,"1/4""",0.8,TRUE,FALSE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.394,548.566,100.133
604,2017-169,N548E390,13,,20,"1/2""",3.1,FALSE,FALSE,FALSE,,FALSE,FALSE,Other,Sandstone,FALSE,,FALSE,,Hardin / Jude ?,390.522,548.66,100.146
575,2017-169,N548E390,13,,21,"3/4""",5.7,TRUE,TRUE,TRUE,Proximal,FALSE,FALSE,,,FALSE,,FALSE,,,390.459,548.756,100.147
576,2017-169,N548E390,13,,22,"1/2""",3.4,TRUE,TRUE,TRUE,Complete,FALSE,TRUE,,,FALSE,,FALSE,,,390.458,548.866,100.117
577,2017-169,N548E390,13,,23,"1/4""",1.9,TRUE,FALSE,TRUE,Distal,FALSE,TRUE,,,FALSE,,FALSE,,,390.773,548.719,100.143
